drug_id,smiles
D01240,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1
D00054,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1NC=NC2=O
D01370,NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1
D00515,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O
D00516,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O
D00630,[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O
D00475,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O
D00455,COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C
D00018,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
D02566,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21
D00041,C[C@@H](O)[C@H](N)C(O)=O
D00185,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
D00530,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N
D00549,CC(C)C1=CC=CC(C(C)C)=C1O
D00219,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
D00086,OC(=O)CCCC[C@@H]1CCSS1
D00325,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O
D00328,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
D01367,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
D01825,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
D02289,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C
D01136,NC[C@H]1CC[C@@H](CC1)C(O)=O
D01907,NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
D00168,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
D00965,CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
D00050,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
D00109,CC(=O)OC1=CC=CC=C1C(O)=O
D00127,CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O
D00130,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1
D00151,CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1
D00315,CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1
D00330,CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1
D00425,COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2
D00452,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1
D00463,OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1
D00568,CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1
D00810,C[N+](C)(C)CCO.OC1=CC=CC=C1C([O-])=O
D00968,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1
D00969,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O
D01183,CC1=C(Cl)C=CC=C1NC1=CC=CC=C1C(O)=O
D01513,CC(C(O)=O)C1=CC=C(NCC(C)=C)C=C1
D01547,CC(C(O)=O)C1=CC=C2SC3=C(C=CC=C3)C(=O)CC2=C1
D01582,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O
D01767,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O
D01811,NC(=O)C1=CC=CC=C1O
D01866,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=C(Cl)S2)S1(=O)=O
D02341,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1
D02709,CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1
D03689,COC1=C(F)C=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)F
D03710,CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O
D03712,CC1(C)OC(=O)C(OCC2CC2)=C1C1=CC=C(C=C1)S(C)(=O)=O
D03714,CC1=CC=C(NC2=C(Cl)C=CC=C2F)C(CC(O)=O)=C1
D00449,O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1
D01118,CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12
D03208,COCCCOC1=C(OC)C=CC(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)=C1
D03738,COC1=CC=C(C[C@H](NC(=O)CC(C)(C)N)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CC(C)C)C=C1
D01966,[H][C@]1(CC[C@H](O)C2=CC=C(F)C=C2)C(=O)N(C2=CC=C(F)C=C2)[C@]1([H])C1=CC=C(O)C=C1
D02375,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12
D03034,OC(=O)CCCCCCCC(O)=O
D00418,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1
D00036,NC(=O)C1=CC=CN=C1
D00579,OC(=O)P(O)(O)=O
D00762,C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O
D00125,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O
D00183,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2
D00186,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O
D01885,[H][C@]1(N)C[C@]([H])(O[C@@]2([H])C[C@@](O)(CC3=C(O)C4=C(C(O)=C23)C(=O)C2=C(C=CC=C2OC)C4=O)C(=O)CO)O[C@@]([H])(C)[C@@]1([H])O[C@]1([H])CCCCO1
D02321,COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1
D02698,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=C(C=C3OCOC3=C1)[C@H]2O[C@]1([H])O[C@]2([H])CO[C@H](O[C@@]2([H])[C@H](O)[C@H]1O)C1=CC=CS1
D03899,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O
D01064,CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
D04197,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O
D00224,OC1=NC=NC2=C1C=NN2
D00294,CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2
D00650,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F
D00651,NS(=O)(=O)C1=CC2=C(C=C1Cl)N=C(CSCC1=CC=CC=C1)NS2(=O)=O
D00703,NC(=O)OC1(CCCCC1)C#C
D00709,CC[C@H](N1CCCC1=O)C(N)=O
D01256,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C1CC2CC1C=C2
D02441,CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O
D00537,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2
D00496,[H][C@](N)(C(O)=O)C(C)(C)S
D00618,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C
D00629,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC
D01295,C(C=CC1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1
D00336,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
D00110,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C
D03580,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC
D00499,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
D00524,C[N+](C)(C)CCOC(N)=O
D00760,COC1=CC(CC2C3=C(OC)C(OC)=C(OC)C=C3CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCC3=CC(OC)=C(OC)C(OC)=C3C2CC2=CC(OC)=C(OC)C(OC)=C2)=CC(OC)=C1OC
D00761,[I-].[I-].[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3
D00765,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1
D00779,OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1
D03742,[H][C@]12CCCC[C@]11CCN(C)[C@H]2CC2=C1C=C(OC)C=C2
D00775,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2
D04790,[H][C@@]12CC(=O)[C@H](CCCCCCC(O)=O)[C@@]1([H])CC[C@@](O)(O2)C(F)(F)CCCC
D00329,CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F
D00331,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O
D00338,FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
D00464,OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2
D00474,CCC1(C(=O)NCNC1=O)C1=CC=CC=C1
D00548,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1
D00694,OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2
D00697,CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1
D00704,CCC(O)(\C=C\Cl)C#C
D01253,CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O
D03180,CCC(C)C1(CC)C(=O)NC(=O)NC1=O
D04985,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O
D06106,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O
D00647,CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1
D00456,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2
D04370,CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2
D00351,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
D00345,CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O
D00648,CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
D00335,CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
D00379,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1
D00594,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O
D01111,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O
D00373,CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1
D00823,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
D01599,[H][C@@]12CCC[C@]1([H])CN(C2)NC(=O)NS(=O)(=O)C1=CC=C(C)C=C1
D01854,[H][C@@](CC(=O)N1C[C@@]2([H])CCCC[C@@]2([H])C1)(CC1=CC=CC=C1)C(O)=O
D00303,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C
D00552,CCOC(=O)C1=CC=C(N)C=C1
D02347,[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O
D00354,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1
D00358,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C
D00504,NC(=O)NC(=O)CC1=CC=CC=C1
D00553,CCCNC(C)C(=O)NC1=CC=CC=C1C
D00708,CCN1C(=O)NC(C1=O)C1=CC=CC=C1
D05077,CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1
D06172,CC(N)C(=O)NC1=C(C)C=CC=C1C
D00228,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1
D00367,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1
D01603,CN\C(NCC1=CC=CC=C1)=N/C
D02237,NC(N)=NCCN1CCCCCCC1
D04999,COC(=O)C(C1CCCCN1)C1=CC=CC=C1
D02360,CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12
D02362,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1
D00319,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC
D00349,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C
D00438,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C
D01108,[Mg++].[O-]S([O-])(=O)=O
D00495,CCC1(C)OC(=O)N(C)C1=O
D00539,CCC1(C)CC(=O)NC1=O
D00392,CN1C(=O)OC(C)(C)C1=O
D00411,COC1=CC(=CC=C1CC1=CN(C)C2=C1C=C(NC(=O)OC1CCCC1)C=C2)C(=O)NS(=O)(=O)C1=CC=CC=C1C
D05129,CCCC1=C2N(CC)C(=CC(=O)C2=CC2=C1OC(=CC2=O)C(O)=O)C(O)=O
D00318,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1
D00113,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1
D00232,[Br-].CCCC(CCC)C(=O)O[C@H]1CC2CCC(C1)[N+]2(C)C
D00397,CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1
D00465,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
D00525,CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O
D00540,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1
D00646,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C
D00715,[Br-].[H][C@@]12O[C@]1([H])[C@H]1C[C@H](C[C@@H]2[N+]1(C)C)OC(=O)[C@H](CO)C1=CC=CC=C1
D01103,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1
D01871,CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1
D02070,[Br-].C[N+]1(C)C2CCC1CC(C2)OC(=O)C(O)C1=CC=CC=C1
D02327,CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1
D02354,CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1
D02361,CCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CC(C)N(C)C)C=C1
D03621,CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1
D03858,OC(CCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1
D01699,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1
D00306,[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1
D04006,CCCN1C2=C(NC=N2)C(=O)NC1=O
D00255,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2
D00281,ClC1=CC=CC(Cl)=C1NC1=NCCN1
D00426,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
D01713,NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21
D01965,C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F
D00095,CNC[C@H](O)C1=CC(O)=C(O)C=C1
D00954,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C
D02910,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2
D00514,C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1
D00613,OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12
D02349,CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1
D04375,NC(N)=NN=CC1=C(Cl)C=CC=C1Cl
D00235,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1
D00432,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
D00645,CC[N+](C)(C)CC1=CC=CC=C1Br
D02338,CCCC(=O)NC1=CC=C(OCC(O)CNC(C)C)C(=C1)C(C)=O
D02358,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
D02374,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
D03879,CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1
D04625,CCC(NC(C)C)C(O)C1=CC(O)=C(O)C=C1
D02147,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1
D02359,C[C@H](NCCC1=CC=C(O)C=C1)[C@H](O)C1=CC=C(O)C=C1
D05792,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1
D00059,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O
D00493,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
D00790,CN(C)CC\C=C1\C2=CC=CC=C2SC2=CC=C(Cl)C=C12
D00987,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC
D01745,ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=CC=CC=C34)CC1)C(=O)N2
D02340,CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2
D03165,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C
D00559,CCCN[C@H]1CCC2=C(C1)SC(N)=N2
D00400,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O
D00443,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O
D00522,CCOC1=NC2=CC=CC(C(O)=O)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1
D00523,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
D00627,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O
D04040,CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O
D01227,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1
D01717,C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)[C@H]1CC[C@](CC1)(C#N)C1=CC=C(F)C=C1
D00241,NCC(CC(O)=O)C1=CC=C(Cl)C=C1
D00520,CN1C2=C(N=C(Cl)N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
D01324,C(C1CN2CCC1CC2)N1C2=CC=CC=C2SC2=CC=CC=C12
D01782,CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1
D04979,CN1CCC(CN2C3=CC=CC=C3SC3=CC=CC=C23)C1
D00295,CN\C(NCCSCC1=C(C)NC=N1)=N\C#N
D00422,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O
